image_id,prediction_string
000000430079,11 382.809 274.443 21 390.070 83.354 72 258.880 257.678 177 531.070 214.641 247 137.974 141.614
000000431133,69 34.220 301.371 166 445.452 79.403 184 546.396 122.529
000000432160,2 445.532 314.384 197 417.906 36.033 213 416.806 190.456
000000432161,47 589.768 239.430 55 288.518 67.525 72 105.988 147.292 167 237.402 334.907
000000432213,20 583.899 272.897 39 307.879 210.809 174 348.735 79.803 211 215.455 278.316
000000432234,32 457.543 274.561 77 429.041 215.192 86 561.428 76.267 95 140.689 162.398 135 405.330 273.556
000000432832,45 46.974 301.035 86 185.104 228.519 113 343.556 38.567 124 246.613 74.614
000000433197,12 609.521 103.898 23 265.817 180.811 35 236.951 99.040 101 155.435 65.456 140 287.661 235.806 156 199.583 172.477 210 451.210 76.701 216 481.394 156.000 223 358.093 306.857
000000433370,5 387.498 333.573 84 269.887 57.397 99 448.504 188.892 105 517.919 269.554 227 456.384 247.062
000000434746,100 288.350 68.657 148 545.779 94.973 207 139.509 154.677 208 587.588 270.252 211 277.538 180.628
000000435270,32 438.721 101.990 79 513.093 61.637 127 238.321 286.634 139 474.981 121.709 196 424.579 233.859 207 595.885 38.673 238 365.836 62.471 239 293.807 108.580
000000435272,68 261.058 157.425 82 25.249 244.892 94 200.779 239.613 175 371.776 162.922 181 272.939 245.672
000000436660,73 321.354 184.524 74 44.673 286.770 81 49.758 314.281 182 432.681 348.345
000000436685,25 536.351 77.507 106 252.802 280.620 112 534.602 198.959 114 213.422 287.011 162 129.178 303.185 210 531.632 306.398 213 512.476 28.573
000000437304,60 233.087 155.370 84 292.071 197.427 84 554.227 290.282 116 74.399 159.268 128 82.501 314.695 153 84.656 70.076 157 216.831 73.298 162 125.806 264.953
000000437578,96 222.988 271.298 116 368.650 283.497 155 25.159 29.702 203 230.806 45.729
000000437714,8 131.211 262.620 11 21.691 271.360 57 458.918 271.569 59 419.730 58.634 103 539.833 285.356 204 308.236 115.777
000000437776,74 239.602 302.371 102 287.967 229.282 112 142.158 269.050 142 305.067 66.103 178 343.055 108.692
000000437831,31 554.496 250.207 62 585.598 89.144 68 95.372 149.367 106 67.957 33.698 181 413.961 57.609 208 494.841 115.395 244 49.890 82.447
000000438432,2 240.980 249.903 157 338.694 268.130
000000438888,43 382.891 33.483 88 442.691 235.803 172 80.616 62.717 221 40.842 130.441
000000439095,27 318.860 323.404 76 183.719 194.388 91 346.109 216.039 127 73.919 52.281 149 509.749 241.698 165 528.124 86.928 211 575.042 205.556
000000440060,4 488.459 50.920 150 431.269 134.682 241 464.574 213.933
000000440614,65 167.689 170.925 123 305.919 48.097 162 108.997 240.829 167 203.194 84.380 171 149.939 39.045 202 416.338 87.011
000000440984,63 223.854 256.174 88 499.742 181.885 92 224.124 331.069 111 49.510 189.020
000000441012,7 326.347 56.997 33 550.053 36.837 103 148.566 31.365 110 90.300 82.650 139 233.280 340.010 194 529.470 299.383 194 603.260 244.241 236 415.360 290.660
000000441205,52 304.383 95.646 152 310.886 302.231 154 511.086 227.805 200 481.477 131.090 233 223.924 145.893 242 132.258 90.145 248 528.541 44.059
000000441614,156 536.717 121.668 187 104.529 59.840 204 259.457 185.252 227 514.309 257.192
000000441828,18 369.811 20.959 37 613.418 106.582 53 70.502 115.209 70 235.961 135.992
000000442205,180 496.779 256.494 212 267.742 330.097
000000442451,26 146.083 265.022 36 79.266 237.924 61 400.240 186.205 107 302.139 100.460 150 299.634 298.031 155 582.979 238.988 213 509.033 95.289 218 408.736 289.453
000000443533,70 605.987 245.031 90 286.421 248.733 117 232.491 64.077 156 533.226 306.449 156 87.372 51.384 224 393.665 130.102
000000443589,26 347.315 278.152 152 279.218 266.190 191 39.043 213.398 197 279.056 78.888 218 64.426 131.855 233 535.074 296.638
000000443597,16 563.931 93.763 79 393.054 203.792 119 254.733 158.629 145 379.053 161.357 171 419.028 54.865 175 471.147 238.806
000000443733,57 173.129 198.148 153 364.282 173.156 174 429.409 307.615 208 346.925 306.269 210 561.935 50.666 221 127.543 17.491
000000444014,33 67.659 330.934 196 501.619 226.868 202 544.951 327.715
000000444132,52 73.244 343.733 71 602.660 311.089 72 373.213 119.301 72 303.546 310.891 79 574.893 192.881 107 441.001 116.071 137 138.449 293.171 160 57.304 143.362 211 407.170 295.658 216 469.591 220.860
000000444274,16 68.749 158.390 54 429.696 29.616 104 489.583 240.994 181 365.020 296.583 232 234.427 80.370 244 567.041 152.798
000000444531,58 99.586 244.664 128 393.825 113.175 181 589.950 40.387 184 235.014 234.002 192 318.334 192.324
000000444627,36 259.863 115.377 69 58.336 269.239 95 364.610 186.244 160 524.952 231.881 197 571.426 76.056 246 280.952 275.785
000000444755,45 218.763 151.876 102 89.207 100.400 166 310.118 200.636 183 420.621 116.799 197 519.629 158.809
000000444764,29 549.843 335.727 52 237.658 281.016 74 197.393 100.983 80 538.942 33.441 217 308.299 199.339 220 298.628 28.951
000000445030,24 312.233 286.337 97 494.025 336.440 110 467.949 96.655 119 565.855 116.027 139 273.579 62.163 182 421.232 135.158 190 610.250 207.852
000000445242,134 205.117 71.893 209 21.111 266.271 225 186.011 206.042
000000445621,42 408.928 96.884 80 187.022 271.278 164 414.211 231.666 170 258.800 49.038
000000446033,17 117.155 284.690 59 343.367 338.248 92 437.815 163.578 132 80.177 75.024 157 601.212 142.197
000000446585,89 602.671 37.858 100 417.802 63.839 240 523.394 100.639
000000446783,1 90.810 150.268 30 424.219 255.557 130 174.661 260.135 169 81.092 205.922 178 50.292 339.440 187 576.221 183.084
000000447089,38 599.085 248.662 95 522.768 326.386 224 229.103 62.795 228 182.927 144.199
000000447093,142 42.358 34.214
000000447354,2 423.834 229.541 16 102.856 254.148 22 469.435 49.061 116 11.971 209.478 166 559.709 124.068 220 490.180 237.947 236 445.118 330.557 241 252.781 210.544 248 188.124 303.661
000000447471,12 385.368 305.049 68 512.945 275.486 122 335.288 83.479 134 236.540 317.703 169 105.754 62.143
000000447862,13 192.412 265.589 24 118.982 49.837 97 179.481 124.348 107 316.014 200.740 158 220.587 313.420
000000448705,31 236.531 133.642 76 272.136 322.590 96 39.153 277.840 174 383.589 143.631 185 473.774 138.733
000000448737,11 614.035 278.343 32 65.220 314.234 82 196.060 177.267 117 312.998 146.613 137 270.272 195.910 151 136.894 137.455 187 374.065 172.923 189 37.424 240.621 198 356.863 304.298 245 366.366 114.353
000000449158,73 496.888 297.039 152 351.617 287.564 191 277.162 47.948
000000449345,59 506.398 227.157 107 566.793 182.719 109 242.736 233.895 191 606.013 147.685 207 593.214 292.304
000000449560,69 172.507 321.588 170 503.180 308.912 203 295.639 248.788 229 216.472 163.740 230 27.863 122.584
000000450127,6 554.149 116.309 80 145.932 306.836 139 125.920 166.960 150 460.955 40.918 158 131.278 212.480 195 190.959 52.798 201 137.686 96.928
000000451087,64 149.993 95.545 69 566.174 289.639 74 568.753 87.022 248 504.108 299.627
000000451412,121 143.595 77.813 184 433.274 67.200 243 469.782 86.020
000000451468,4 368.116 161.041 139 147.437 83.743 230 397.712 114.202 235 475.034 240.604
000000451473,102 213.900 115.311 113 539.043 99.530 150 422.117 253.211 162 269.198 44.164 199 609.547 282.377
000000451707,3 425.396 160.497 76 51.303 207.995 192 58.295 29.499 212 252.763 170.868
000000452380,41 466.099 257.251 115 81.490 120.798 211 301.396 175.362 214 263.924 314.162 223 307.733 37.740
000000452693,31 174.598 318.040 162 96.020 251.417 194 461.494 258.592
000000452806,29 108.992 304.367 88 308.189 93.429 148 374.473 282.032 199 107.854 230.454 239 230.286 66.199
000000453558,63 42.291 219.667 111 380.689 242.221 162 93.086 124.402 198 99.192 39.547 230 340.915 54.541 246 203.712 147.955
000000453602,9 300.476 65.289 62 321.515 173.764 71 250.119 155.402 73 129.868 277.883 97 193.462 121.676 166 542.769 66.917 177 558.797 186.820 182 215.371 319.106
000000454174,0 443.029 69.615 20 121.855 48.923 61 212.850 274.687 106 226.119 104.463 132 284.929 262.847 225 611.435 149.723 238 181.477 172.414
000000454236,66 566.491 92.402 119 169.968 61.774 154 162.964 272.728 210 292.102 203.012 219 50.337 149.695
000000454857,23 273.903 46.037 90 585.190 148.166 141 512.389 29.600 210 507.938 246.563 228 382.705 195.616 243 564.705 283.397
000000455614,47 102.002 241.137 92 272.641 321.781 94 466.523 250.796 173 615.381 273.524 193 142.339 148.794 224 216.339 171.020
000000455615,8 99.553 152.053 62 219.453 198.804 97 550.656 213.102 175 163.094 210.320 181 566.123 56.169
000000455654,134 125.104 241.165 142 287.754 210.327 148 323.059 134.834
000000455756,14 385.057 247.065 21 224.182 234.394 22 88.615 113.284 76 480.037 240.363 154 284.372 195.846 213 561.784 180.390 238 493.476 54.406
000000455912,3 583.172 312.932 45 574.992 110.797 89 29.443 308.566 119 97.971 273.363 123 458.229 235.611 185 454.677 160.984 236 368.379 95.002
000000456146,15 161.919 307.832 123 313.044 209.933 163 279.139 296.509 165 347.319 294.744 172 467.335 84.715 202 86.277 30.796
000000456443,121 20.886 65.699 140 317.553 262.539 142 377.738 64.436 152 407.071 287.655 193 61.521 249.343
000000456552,108 473.195 249.491 171 104.385 60.177 199 77.431 246.829 236 535.843 95.192 247 333.456 117.543
000000456611,35 432.692 294.137 44 98.530 249.744 55 344.452 228.404 108 610.634 206.392 159 348.974 49.212 221 540.419 320.244 228 210.674 51.940 236 67.615 23.811 245 474.449 83.884
000000456773,120 101.873 273.922 207 26.134 126.932 221 461.256 317.619 240 196.390 21.084
000000456827,31 330.890 231.420 94 318.813 76.469 173 219.793 284.050 177 417.575 102.378
000000457041,37 102.303 192.299 62 137.258 71.794 67 547.663 256.189 97 465.447 249.162 174 34.824 274.501 239 296.041 271.301 242 343.838 247.570
000000457478,137 472.711 98.587 195 56.696 126.889
000000457599,4 36.620 244.865 52 252.154 35.203 63 152.428 95.426 105 567.342 301.592 115 483.076 293.359 132 293.525 38.615 139 111.444 47.600
000000457805,9 469.970 246.134 103 240.507 187.495 148 380.554 244.215 186 302.975 104.392
000000458058,63 272.172 49.928 71 277.824 182.544 144 366.958 229.804 155 114.932 117.526 164 490.638 254.525 174 486.510 322.249 183 152.718 83.598 217 596.806 223.087
000000458160,21 460.785 151.681 138 133.131 322.340 163 64.852 269.139 189 277.036 249.589 194 95.313 118.458 213 342.613 201.470 217 562.373 120.722 224 231.061 336.467
000000458175,0 360.530 296.768 40 389.545 53.028 189 172.917 35.495 235 574.436 276.310 240 34.978 106.834
000000458551,82 503.796 311.977 145 589.236 100.909 163 246.015 290.169 171 28.681 280.375 201 473.894 179.529 205 154.958 278.463 219 302.624 43.646 239 422.527 154.425
000000459111,36 332.646 62.808 84 558.461 80.261 104 564.481 321.874 114 303.417 295.474 173 455.042 302.087 182 30.578 117.565 207 379.831 82.091 225 494.841 208.730
000000459347,26 209.898 258.804 131 599.701 164.473 177 132.743 193.195
000000459557,26 617.923 139.808 171 31.229 141.152 185 532.380 251.689
000000459590,27 619.391 81.543 54 166.023 44.692 58 375.367 122.255 61 241.483 163.111 114 153.798 311.758
000000460099,84 556.363 61.643 107 162.383 55.857
000000460168,27 196.857 114.441 43 620.152 189.307 70 374.368 80.579 97 350.150 202.274 163 208.088 295.110 171 113.447 261.380 180 47.028 136.284
000000460430,122 305.855 310.980 146 275.124 227.986 149 382.032 59.766 218 67.398 236.962
000000460712,7 257.105 206.889 50 402.688 136.583 52 470.585 338.463 119 540.734 190.661 182 274.298 249.158 210 278.295 73.347 237 53.060 177.311 243 537.763 76.347
000000460962,44 239.623 241.618 79 349.486 114.610 134 475.920 252.841 148 82.043 196.771 176 358.372 176.068 199 539.433 249.228 234 590.975 330.757
000000460987,45 526.171 108.476 175 119.177 272.297 247 37.458 89.414
000000461086,24 517.808 80.054 94 171.531 321.140 149 568.487 166.391 169 107.188 157.194 221 454.330 279.060 226 594.612 168.301 243 432.221 128.671 243 211.952 199.444
000000461162,22 48.335 73.794 69 115.414 231.867 152 482.194 120.840 180 579.797 171.584 239 352.145 157.246
000000461414,36 81.402 273.537 78 576.267 104.012 81 214.791 103.951 138 361.393 176.053 138 227.485 197.200 204 174.071 120.573 228 120.159 63.753 229 224.523 255.772
000000461595,88 112.016 33.518 98 99.747 322.716 142 358.145 211.432 182 314.129 211.471 208 36.364 154.606 230 308.329 98.538
000000461647,36 434.944 236.031 42 498.385 286.797 79 318.063 308.959 105 475.623 70.816 111 379.529 68.849 131 158.155 155.960 134 132.503 312.446
000000461898,55 66.079 320.827 69 96.050 196.727 94 320.009 236.332 126 518.229 45.902 155 597.123 261.062 167 575.216 215.055
000000462284,21 569.653 192.563 25 531.065 333.062 51 481.945 78.166 114 260.652 205.095 221 182.493 249.913 248 32.205 305.380
000000462565,7 550.281 31.943 38 307.324 125.146 55 540.095 285.705 56 390.781 145.998 71 105.385 103.218 116 557.032 69.423
000000462737,134 388.122 340.824 182 329.075 104.941 204 134.850 246.657 216 283.091 285.114 218 456.522 28.843 247 97.609 37.359
000000463224,105 66.110 231.686 128 201.245 200.828 212 185.779 70.328 230 299.063 259.235 238 107.813 96.581
000000463430,73 571.324 127.783
000000463738,80 486.973 245.422 88 323.518 223.065 100 88.297 47.514 113 596.025 32.535 136 526.730 90.816 231 124.373 305.264
000000463771,91 324.713 245.859 95 383.333 44.749 124 428.447 248.607 137 53.448 147.864 147 563.250 71.764 175 286.971 64.711 204 170.999 223.141 206 589.427 239.300 210 63.504 78.646
000000464214,55 598.149 20.722 65 431.041 90.677 88 467.636 302.359 100 101.254 247.398 106 276.500 277.583 142 573.111 297.885
000000464854,0 265.305 118.472 6 451.966 272.089 55 356.166 107.534 74 77.160 65.367 107 422.180 199.282 113 318.260 30.552 120 330.321 240.392 152 92.701 327.424 158 193.918 274.643 185 571.929 164.766 215 440.542 86.094 227 560.379 321.262
000000466097,8 391.418 294.106 12 269.163 194.129 92 381.162 128.493 115 99.723 117.946 202 108.292 311.882
000000467062,165 464.194 312.277 194 481.184 230.525 220 473.631 117.694 229 546.409 204.994
000000467145,7 68.958 257.795 38 437.508 129.749 69 359.960 95.660 177 296.263 140.410 200 188.930 125.362 236 30.659 57.579
000000467273,19 609.098 328.740 84 176.149 218.584 184 180.410 62.348 204 325.058 138.280
000000467466,1 413.000 78.462 11 183.406 278.657 104 314.004 57.583 174 112.968 160.499 195 486.787 265.908
000000467766,26 480.248 261.304 45 547.673 224.779 71 127.207 32.249 123 254.406 75.493 150 473.370 146.227 232 201.397 197.750
000000467791,14 280.906 132.291 68 52.594 144.904 80 208.985 300.892 116 439.022 135.353 120 599.389 274.031 186 54.180 320.255 197 543.851 313.733 204 497.467 74.570
000000467951,67 500.705 326.793 76 349.714 196.300 103 126.413 270.098 150 415.291 127.887 170 476.775 67.093
000000468346,77 60.107 87.257 158 602.800 312.349 168 590.289 82.647 196 350.068 72.514 205 222.233 247.855 208 158.216 283.146
000000468529,48 567.604 283.828 69 474.775 9.102 73 18.937 194.596 147 127.979 282.991 193 431.455 276.294 225 141.045 226.472 243 534.031 46.717
000000468603,62 421.011 238.788 69 373.641 125.132 92 265.330 320.493 130 80.187 55.278
000000468773,42 67.213 158.054 98 53.700 50.757 136 159.492 116.980 166 256.292 54.443 179 523.801 261.036 193 295.412 180.141 243 170.524 31.780
000000468789,24 120.137 140.916 110 176.736 131.946 116 197.346 229.343 158 385.108 23.982 162 437.524 206.033 190 253.189 63.116 213 166.756 73.263 240 563.241 264.244
000000469832,71 266.587 282.783 153 558.768 319.617 155 247.340 107.519 162 356.537 139.015 218 498.833 288.925
000000470521,7 606.041 69.847 9 570.588 275.345 35 395.170 246.073 105 268.597 225.112
000000470988,44 165.439 69.981 125 304.467 262.900 137 241.952 316.643 225 264.593 23.330 234 372.859 344.775
000000471096,5 400.139 310.431 27 569.859 88.377 73 46.506 283.331 103 86.171 159.737 124 184.869 208.070 164 463.904 283.831 191 422.792 162.198
000000471109,91 122.779 80.049 146 499.869 250.890 195 408.958 272.476
000000471117,30 187.844 325.907 97 176.714 199.719 152 584.195 75.544 162 320.161 293.953 213 42.925 276.096
000000471322,105 447.600 203.069 128 439.662 169.962
000000471373,13 212.131 254.607 27 116.274 168.352 79 602.483 244.473 82 67.191 47.846 139 261.951 151.759 237 560.019 183.728
000000471842,16 388.316 233.113 34 586.008 149.508 89 164.828 198.317 93 203.430 58.884 106 133.996 326.478 201 290.122 151.037 213 529.003 288.750 227 284.222 209.615 229 350.284 302.480
000000471861,14 252.409 100.325 147 123.697 132.890 246 30.304 164.712
000000471932,11 163.791 24.654 28 186.697 26.173 72 49.236 239.957 78 172.363 150.144 88 525.799 46.325 202 604.019 212.409 235 85.412 194.320
000000471952,131 125.781 95.419 135 447.050 304.116 171 308.892 127.699
000000472455,23 406.228 210.466 46 129.097 62.936 109 221.361 233.985 141 74.422 96.672
000000473199,10 133.694 184.572 210 115.833 94.524
000000473888,43 135.124 104.127 48 160.529 154.332 79 42.633 311.818 83 30.582 143.222 138 421.370 269.113 144 564.784 218.592 144 549.894 113.534 172 248.492 252.786 244 362.171 141.846
000000473952,13 144.559 118.845 24 304.073 51.131 60 468.484 151.706 64 284.804 117.180 89 555.910 244.298 199 167.670 323.426 208 466.245 290.415 226 510.296 94.181
000000474333,2 422.204 46.432 29 57.079 179.597 74 298.563 207.253 92 480.689 100.318 110 129.083 277.306 176 606.259 164.054
000000474543,82 469.032 176.606 162 214.207 205.970 238 317.517 156.212 247 116.398 264.853
000000474784,55 205.151 61.105 149 574.552 42.487 190 203.175 173.060
000000475693,26 265.215 146.961 58 587.837 221.225 102 350.087 274.748 139 131.027 107.251 234 537.783 65.924
000000475906,9 178.590 286.833 89 334.295 32.633 192 325.736 151.765 218 587.489 226.084 235 305.979 195.772
000000475988,67 233.185 55.139 246 205.603 276.225
000000477259,3 110.592 64.000 61 475.385 15.189 94 254.040 180.390 141 424.403 285.853
000000477700,24 438.734 217.326 41 198.375 270.864 52 578.254 242.753 135 410.875 35.858 225 84.152 304.963
000000477861,17 604.878 84.899 73 160.470 236.405 99 518.519 55.454 180 501.086 199.029 198 460.008 211.752 237 329.850 293.525
000000478072,0 390.301 233.956 17 292.651 278.549 49 236.507 180.319 88 287.508 50.610 136 489.338 69.619 205 83.517 177.665 229 597.830 302.933
000000478115,47 181.725 216.594 118 231.027 59.469 124 341.676 243.680 160 436.949 219.611 249 182.377 259.671
000000478148,34 245.568 179.381 48 32.551 250.315 68 588.537 337.733 108 523.155 130.040 126 154.419 50.144 139 376.991 23.489 222 601.312 104.265 231 583.713 279.858
000000478182,61 580.489 220.175 72 465.791 146.223 159 164.592 328.306 188 183.160 239.253 210 385.418 104.960 213 153.326 38.555 223 592.314 293.118 242 414.064 303.551
000000478336,5 47.789 230.800 10 173.101 217.480 25 140.711 32.836 27 85.470 99.653 118 178.857 335.642 136 128.831 328.563 158 360.399 117.791 168 549.951 295.133 177 361.571 233.220 201 443.643 147.389 227 520.101 95.569
000000478457,21 416.373 228.366 78 167.317 134.002 94 557.428 73.268 95 212.768 331.541 126 219.753 61.604 157 280.969 158.533 201 52.968 249.147 239 546.763 292.817
000000478885,4 545.519 80.395 5 501.897 308.311 30 332.433 279.713 30 51.197 139.267 43 122.838 71.323 232 315.396 179.543
000000479045,62 350.639 117.333 182 557.553 209.210
000000479095,69 452.538 78.767 117 483.525 308.680
000000479204,43 68.398 117.350 98 420.822 223.633 109 476.772 218.878 171 83.925 296.197
000000480065,81 56.486 276.462 111 279.828 189.746 131 514.838 173.982
000000480433,51 482.341 124.691 104 404.264 272.830 112 281.217 101.727 136 88.360 96.482 159 111.873 79.465 197 289.170 173.217
000000480676,4 420.443 80.650 20 273.372 174.429 116 587.784 90.249 171 471.036 217.884 181 295.636 325.857
000000480797,2 308.555 67.841 44 263.633 221.133 49 335.706 316.830 95 574.401 64.648 190 485.297 79.154 211 116.766 159.232 242 114.018 62.312
000000480823,43 298.189 24.490 156 608.687 288.273 248 439.627 141.082
000000480996,128 185.592 133.124 139 520.639 49.841 171 239.897 245.058
000000481749,28 248.897 303.135 114 172.103 158.257 125 363.862 48.729 138 34.332 265.049 148 622.009 76.117 172 554.822 280.937 202 602.559 333.283
000000482064,41 544.342 19.884 54 60.152 145.670 117 135.898 300.574 202 427.308 216.456 248 269.895 198.172
000000482326,84 80.764 31.663 104 459.845 215.676 211 588.841 233.693
000000482625,10 454.368 84.888 18 132.120 180.886 74 428.858 287.959 94 301.883 99.239 110 508.207 234.988 162 516.252 142.162 194 238.847 192.832 210 444.045 193.775
000000482951,5 602.149 137.007 20 240.146 270.752 107 583.102 229.485 138 253.229 159.490 154 90.686 117.114 228 151.982 253.036 228 68.942 202.231
000000483015,25 286.892 245.543 43 438.457 22.439 64 469.976 215.382 115 483.071 74.158 138 121.857 194.441 142 582.820 109.584 170 36.137 191.700
000000484313,53 102.305 332.286 65 320.078 92.464 66 133.305 271.232 81 334.135 168.399 84 542.144 210.759 177 304.014 290.449
000000484362,42 49.371 318.798 57 502.095 311.898 76 57.628 78.146
000000485307,58 504.516 259.323 84 591.500 242.329 184 492.447 295.781 190 163.865 242.426
000000485367,16 39.693 148.850 75 205.357 219.942 156 478.015 274.980 245 423.422 243.856
000000485894,82 586.300 50.257 98 182.303 290.576 159 295.945 55.344 193 105.072 189.127 223 82.832 79.270
000000485913,231 548.939 96.313
000000486250,21 398.190 48.976 37 251.454 32.515 46 417.054 319.531 58 249.185 110.898 65 66.076 30.210 79 177.045 140.902 165 242.160 236.369 220 114.571 246.875
000000486362,33 129.108 180.567 50 410.936 207.237 145 352.027 268.836 169 83.793 182.358 232 517.602 252.867 238 130.319 30.107 244 500.357 99.150
000000486638,30 65.025 193.742 75 586.601 158.307 150 119.723 122.110 167 500.393 152.551 244 511.095 212.971 246 239.840 127.633
000000486805,47 516.095 216.675 62 270.569 275.715 73 206.318 188.239 81 82.862 125.449 87 503.311 97.195 105 405.442 338.895 164 92.464 214.830 234 601.211 257.795
000000487095,89 54.819 240.593 103 325.463 186.624 169 195.126 44.871 185 602.072 337.609 247 409.323 286.897
000000487279,30 337.515 221.890 37 532.644 207.472 44 586.420 229.939 75 420.466 216.894 95 555.165 34.794 115 278.485 229.550 134 416.600 70.698 190 255.577 167.493 191 69.905 193.874 214 178.529 270.720
000000487514,29 458.888 257.453 123 578.395 50.949 192 266.551 276.657
000000487825,15 243.495 54.694 137 562.072 171.536 160 593.347 239.867 169 185.035 95.942 214 291.976 181.099
000000487948,127 255.101 12.546 150 419.664 177.794 233 329.710 240.308 249 561.635 241.428
000000488747,160 545.293 113.328 226 146.921 252.054 242 574.343 297.732
000000488796,23 95.569 282.488 29 513.230 327.904 81 377.971 230.098 150 526.957 29.441 160 49.226 170.207 175 615.621 90.845
000000488918,3 578.477 269.355 22 603.076 136.715 98 368.609 59.305 145 136.860 160.886 200 375.169 202.432
000000488974,138 138.318 145.523 141 85.299 328.296 207 323.080 33.142 210 606.878 291.630 246 422.958 88.038
000000489352,10 238.381 328.476 74 384.932 91.923 85 564.095 225.698 184 171.335 225.522
000000489799,15 104.205 298.983 38 479.089 314.795 130 207.122 127.535 135 96.356 107.602
000000490084,14 533.208 260.679 17 375.939 135.949 22 119.862 170.059 40 530.098 110.108 92 494.224 121.989 98 554.487 109.540 135 342.399 35.476 156 416.827 275.584 174 139.674 30.058
000000490366,16 588.715 72.437 64 502.278 293.782 119 179.167 196.798 126 281.181 232.283 126 424.825 277.097 142 244.198 88.935 166 477.058 70.088 204 352.936 79.169
000000490725,10 470.666 292.815 14 254.652 312.166 77 302.177 149.636 111 607.953 205.544 116 161.155 284.353 145 418.671 37.588 182 252.352 216.569 196 125.398 138.119
000000491000,0 368.590 73.407 143 86.179 261.209 145 432.046 340.256 211 114.092 181.650
000000491223,4 446.510 145.531 28 293.212 318.802 64 596.860 109.101
000000491277,10 56.957 36.120 191 502.109 243.210 243 119.891 284.099 248 275.233 300.578
000000491505,46 16.636 197.222 54 539.545 156.519 227 73.144 80.074 243 366.120 194.848
000000491665,3 68.567 79.211 28 403.592 331.191 35 339.037 158.637 76 367.310 58.360 152 415.381 204.012
000000491823,33 365.377 191.715 67 547.624 283.891 69 603.054 39.437 101 572.589 98.809 104 89.975 205.600 180 491.399 185.900 227 207.976 134.445
000000491909,28 525.646 151.533 39 402.997 90.964 80 119.381 159.105 97 473.980 294.978 115 239.472 35.578 132 352.017 104.202 136 539.098 293.140 190 106.558 229.905 226 621.867 202.428
000000492129,1 81.528 94.291 43 307.992 76.013 65 155.895 162.055 103 177.040 332.761
000000492293,0 275.521 231.423 63 546.450 123.546
000000492485,93 359.444 214.739 133 470.401 304.450 139 111.264 65.026
000000493114,31 281.211 51.776 37 534.440 167.872
000000493991,29 529.566 86.661 235 167.946 56.356 240 581.198 297.764
000000494155,4 469.162 143.632 5 72.649 87.818 11 122.849 245.040 64 588.249 253.729 195 212.475 292.615 242 548.967 61.524
000000496019,109 360.251 186.201 162 507.032 109.611 187 552.936 158.984 211 117.712 57.561 229 578.729 68.076
000000496099,111 206.441 79.824 127 84.354 105.497 184 610.664 116.254 223 385.367 153.736 244 262.245 286.418
000000496267,98 252.294 252.411 107 61.197 315.802
000000496321,25 384.004 115.901 59 456.070 140.805 124 70.638 31.503 145 248.184 315.239 146 50.873 129.987 171 580.148 293.097 215 388.132 268.400 239 153.246 194.912
000000496485,39 411.103 237.398 42 360.294 169.016 46 66.464 79.291 77 318.011 37.968 106 452.162 211.063 155 36.667 265.871 165 346.295 280.898 187 378.812 72.491 223 596.392 323.577
000000497031,7 416.180 201.539 30 403.405 130.083 47 111.681 70.251 73 103.893 263.822 177 579.800 195.298
000000497244,86 150.742 330.153 107 593.214 338.092 168 461.029 217.916 213 61.458 293.169 219 46.937 169.172
000000497388,14 453.922 27.356 48 527.305 295.099 60 49.075 40.390 174 84.348 280.322 182 437.936 328.846 215 251.058 278.483 242 459.206 250.863
000000497788,13 118.148 169.882 23 35.515 95.103 136 464.204 297.083 152 374.451 169.837 230 277.548 119.013 245 242.506 279.397
000000498436,14 393.697 205.031 22 487.916 80.508 25 550.117 246.065 68 583.018 191.320 69 523.378 177.053 105 267.586 60.156 175 223.229 272.274 195 36.906 166.380
000000499166,12 238.454 75.965 66 616.026 301.342 113 160.623 210.323 149 52.422 176.735 163 524.066 133.251 215 292.793 206.955
000000499202,85 376.465 86.355 109 624.733 169.729 141 363.396 298.143 235 570.325 252.621 249 219.890 310.788
000000499252,29 151.039 127.236 81 449.043 218.504 120 485.537 108.737 133 545.750 100.975 176 85.132 91.458 189 43.490 288.337 192 286.109 86.388 212 499.963 154.881
000000499419,11 442.112 38.724 28 46.676 211.272 29 582.786 113.003 48 602.783 317.033 182 339.939 301.542 208 361.532 186.626 230 212.245 196.929 248 605.517 221.113
000000499617,59 107.812 102.073 88 574.927 255.932 91 417.808 33.360 150 543.009 287.392 226 387.081 314.900 241 512.852 127.183
000000499730,41 227.119 157.064 42 37.395 315.861 51 351.878 241.163 71 147.092 77.027 108 533.195 86.970 111 281.935 300.051
000000500110,9 453.217 322.902 22 284.743 116.775 78 480.967 88.100 97 191.905 72.480 173 181.410 261.359 234 494.847 168.114 240 235.800 92.678
000000500335,11 475.449 75.091 39 306.261 238.144 94 163.805 158.792 98 419.594 195.636 177 564.310 203.661 192 262.290 107.953
000000500583,223 527.186 308.316
000000501594,21 471.664 304.236 29 231.679 298.940 79 187.518 113.072 120 551.005 225.388 169 126.664 115.917 202 431.517 251.187
000000501614,28 560.260 335.553 139 546.378 134.452 189 208.293 237.951 214 484.442 176.082
000000501982,25 535.210 115.601 105 51.745 192.137 159 441.959 170.143 168 586.808 221.282 191 191.511 252.432 224 203.419 91.486 243 469.591 39.063
000000502604,95 361.948 246.683 130 564.778 214.271 159 279.329 63.499 169 100.619 155.926
